Ticker Symbol,Proper Name,ETF Issuer,Asset Class,ETF Launch,ETF Last Expense Ratio,ETF AUM,ETF Focus,ETF Niche,ETF Segment Name,ETF Strategy ,ETF Strategy Cluster,ETF Strategy Group,ETF Selection Criteria,ETF Weighting Scheme
SPDN,Direxion Daily S&P 500 Bear 1X Shares,Rafferty Asset Management,Equity,06/08/2016,56.0,"334,686,750.8",Large Cap,Broad-based,Inverse Equity: U.S.  -  Large Cap,Vanilla,Vanilla,Vanilla,Committee,Market Cap
SPDV,AAM S&P 500 High Dividend Value,Advisors Asset Management,Equity,11/28/2017,29.0,"68,918,500.0",Large Cap,Value,Equity: U.S.  -  Large Cap Value,Value,Bottom-up,Strategic,Fundamental,Equal
SPDW,SPDR Portfolio Developed World ex-US,State Street,Equity,04/20/2007,3.0,"16,585,658,291.4",Total Market,Broad-based,Equity: Developed Markets Ex-U.S.  -  Total Market,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
SPEM,SPDR Portfolio Emerging Markets,State Street,Equity,03/19/2007,7.0,"7,341,588,004.0",Total Market,Broad-based,Equity: Emerging Markets  -  Total Market,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
SPEU,SPDR Portfolio Europe,State Street,Equity,10/15/2002,7.0,"361,073,389.8",Total Market,Broad-based,Equity: Developed Europe  - Total Market,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
SPFF,Global X SuperIncome Preferred,"Mirae Asset Global Investments Co., Ltd.",Fixed Income,07/16/2012,48.0,"184,974,606.9",Broad Credit,Broad Maturities,"Fixed Income: U.S. - Corporate, Preferred",Dividends,Bottom-up,Strategic,Dividends,Market Value
SPGM,SPDR Portfolio MSCI Global Stock Market,State Street,Equity,02/27/2012,9.0,"631,379,628.0",Total Market,Broad-based,Equity: Global  -  Total Market,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
SPGP,Invesco S&P 500 GARP,Invesco,Equity,06/16/2011,36.0,"3,392,010,680.0",Large Cap,Growth,Equity: U.S.  -  Large Cap Growth,Growth,Hybrid,Strategic,Multi-Factor,Fundamental
SPHB,Invesco S&P 500 High Beta,Invesco,Equity,05/05/2011,25.0,"586,453,440.0",Large Cap,Broad-based,Equity: U.S.  -  Large Cap,Technical,Technical,Strategic,Beta,Beta
SPHD,Invesco S&P 500 High Dividend Low Volatility,Invesco,Equity,10/18/2012,30.0,"3,125,322,720.0",Large Cap,Broad-based,Equity: U.S.  -  Large Cap,Multi-factor,Hybrid,Strategic,Multi-Factor,Dividends
SPHQ,Invesco S&P 500 Quality,Invesco,Equity,12/06/2005,15.0,"5,966,004,220.0",Large Cap,Broad-based,Equity: U.S.  -  Large Cap,Fundamental,Bottom-up,Strategic,Fundamental,Fundamental
SPHY,SPDR Portfolio High Yield Bond,State Street,Fixed Income,06/18/2012,5.0,"1,972,080,065.8",High Yield,Broad Maturities,"Fixed Income: U.S. - Corporate, Broad-based High Yield",Vanilla,Vanilla,Vanilla,Market Value,Market Value
SPIB,SPDR Portfolio Intermediate Term Corporate Bond,State Street,Fixed Income,02/10/2009,4.0,"6,709,880,364.1",Investment Grade,Intermediate,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Intermediate",Vanilla,Vanilla,Vanilla,Market Value,Market Value
SPIP,SPDR Portfolio TIPS,State Street,Fixed Income,05/25/2007,12.0,"1,580,589,630.1",Investment Grade,Broad Maturities,"Fixed Income: U.S. - Government, Inflation-linked Investment Grade",Vanilla,Vanilla,Vanilla,Market Value,Market Value
SPKX,ConvexityShares 1x SPIKES Futures,"Convexityshares, LLC",Alternatives,08/15/2022,65.0,"836,290.0",Volatility,S&P 500 Short-Term,Alternatives:Volatility S&P 500 Mid-Term,Vanilla,Vanilla,Vanilla,Single Asset,Single Asset
SPKY,ConvexityShares Daily 1.5x SPIKES Futures,"Convexityshares, LLC",Alternatives,08/15/2022,79.0,"431,200.0",Volatility,S&P 500 Short-Term,Leveraged Alternatives:Volatility S&P 500 Short-Term,Vanilla,Vanilla,Vanilla,Single Asset,Single Asset
SPLB,SPDR Portfolio Long Term Corporate Bond,State Street,Fixed Income,03/10/2009,4.0,"734,912,625.2",Investment Grade,Long-Term,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Long-Term",Vanilla,Vanilla,Vanilla,Market Value,Market Value
SPLG,SPDR Portfolio S&P 500,State Street,Equity,11/08/2005,2.0,"20,113,197,352.2",Large Cap,Broad-based,Equity: U.S.  -  Large Cap,Vanilla,Vanilla,Vanilla,Committee,Market Cap
SPLV,Invesco S&P 500 Low Volatility,Invesco,Equity,05/05/2011,25.0,"8,715,973,950.0",Large Cap,Broad-based,Equity: U.S.  -  Large Cap,Low Volatility,Technical,Strategic,Volatility,Volatility
SPMB,SPDR Portfolio Mortgage Backed Bond,State Street,Fixed Income,01/15/2009,4.0,"4,484,285,107.9",Investment Grade,Broad Maturities,"Fixed Income: U.S. - Government, Mortgage-backed Investment Grade",Vanilla,Vanilla,Vanilla,Market Value,Market Value
SPMD,SPDR Portfolio S&P 400 Mid Cap,State Street,Equity,11/08/2005,3.0,"7,067,643,851.8",Mid Cap,Broad-based,Equity: U.S.  -  Mid Cap,Vanilla,Vanilla,Vanilla,Committee,Market Cap
SPMO,Invesco S&P 500 Momentum,Invesco,Equity,10/09/2015,13.0,"197,572,648.3",Large Cap,Broad-based,Equity: U.S.  -  Large Cap,Momentum,Technical,Strategic,Momentum,Momentum
SPMV,Invesco S&P 500 Minimum Variance,Invesco,Equity,07/13/2017,10.0,"22,775,438.0",Large Cap,Broad-based,Equity: U.S.  -  Large Cap,Multi-factor,Hybrid,Strategic,Multi-Factor,Multi-Factor
SPRE,SP Funds S&P Global REIT Sharia,Tidal,Equity,12/30/2020,59.0,"73,468,010.0",Real Estate,REITs,Equity: Global REITs,ESG,Social Criteria,Idiosyncratic,Principles-based,Market Cap
SPRX,Spear Alpha,Spear Advisors LLC,Equity,08/02/2021,75.0,"10,624,965.0",Theme,Broad Thematic,Equity: Global Broad Thematic,Active,Active,Active,Proprietary,Proprietary
SPSB,SPDR Portfolio Short Term Corporate Bond,State Street,Fixed Income,12/16/2009,4.0,"7,347,281,352.6",Investment Grade,Short-Term,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Short-Term",Vanilla,Vanilla,Vanilla,Market Value,Market Value
SPSK,SP Funds Dow Jones Global Sukuk,Tidal,Fixed Income,12/30/2019,59.0,"127,537,650.0",Investment Grade,Broad Maturities,"Fixed Income: Global - Broad Market, Broad-based Investment Grade",ESG,Social Criteria,Idiosyncratic,Principles-based,Market Value
SPSM,SPDR Portfolio S&P 600 Small Cap,State Street,Equity,07/08/2013,3.0,"8,320,855,127.2",Small Cap,Broad-based,Equity: U.S.  -  Small Cap,Vanilla,Vanilla,Vanilla,Committee,Market Cap
SPTI,SPDR Portfolio Intermediate Term Treasury,State Street,Fixed Income,05/23/2007,3.0,"4,094,359,401.7",Investment Grade,Intermediate,"Fixed Income: U.S. - Government, Treasury Investment Grade Intermediate",Vanilla,Vanilla,Vanilla,Market Value,Market Value
SPTL,SPDR Portfolio Long Term Treasury,State Street,Fixed Income,05/23/2007,3.0,"7,014,589,851.6",Investment Grade,Long-Term,"Fixed Income: U.S. - Government, Treasury Investment Grade Long-Term",Vanilla,Vanilla,Vanilla,Market Value,Market Value
SPTM,SPDR Portfolio S&P 1500 Composite Stock Market,State Street,Equity,10/04/2000,3.0,"6,757,812,532.0",Total Market,Broad-based,Equity: U.S.  -  Total Market,Vanilla,Vanilla,Vanilla,Committee,Market Cap
SPTS,SPDR Portfolio Short Term Treasury,State Street,Fixed Income,11/30/2011,3.0,"5,841,136,982.0",Investment Grade,Short-Term,"Fixed Income: U.S. - Government, Treasury Investment Grade Short-Term",Vanilla,Vanilla,Vanilla,Market Value,Market Value
SPUC,Simplify US Equity PLUS Upside Convexity,Simplify,Equity,09/03/2020,28.0,"8,498,630.9",Large Cap,Broad-based,Equity: U.S.  -  Large Cap,Active,Active,Active,Proprietary,Proprietary
SPUS,SP Funds S&P 500 Sharia Industry Exclusions,Tidal,Equity,12/18/2019,49.0,"320,284,580.0",Large Cap,Broad-based,Equity: U.S.  -  Large Cap,ESG,Social Criteria,Idiosyncratic,Principles-based,Market Cap
SPUU,Direxion Daily S&P 500 Bull 2x Shares,Rafferty Asset Management,Equity,05/28/2014,64.0,"281,438,484.2",Large Cap,Broad-based,Leveraged Equity: U.S.  -  Large Cap,Vanilla,Vanilla,Vanilla,Committee,Market Cap
SPVM,Invesco S&P 500 Value with Momentum,Invesco,Equity,06/16/2011,39.0,"39,398,400.0",Large Cap,Value,Equity: U.S.  -  Large Cap Value,Value,Bottom-up,Strategic,Multi-Factor,Fundamental
SPVU,Invesco S&P 500 Enhanced Value,Invesco,Equity,10/09/2015,13.0,"91,003,421.2",Large Cap,Value,Equity: U.S.  -  Large Cap Value,Value,Bottom-up,Strategic,Fundamental,Fundamental
SPXB,ProShares S&P 500 Bond,ProShares,Fixed Income,05/01/2018,15.0,"11,082,733.9",Investment Grade,Broad Maturities,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade",Vanilla,Vanilla,Vanilla,Committee,Market Value
SPXE,ProShares S&P 500 Ex-Energy,ProShares,Equity,09/22/2015,9.0,"36,994,130.1",Large Cap,Broad-based,Equity: U.S.  -  Large Cap,Vanilla,Vanilla,Vanilla,Committee,Market Cap
SPXL,Direxion Daily S&P 500 Bull 3x Shares,Rafferty Asset Management,Equity,11/05/2008,100.0,"3,384,994,092.4",Large Cap,Broad-based,Leveraged Equity: U.S.  -  Large Cap,Vanilla,Vanilla,Vanilla,Committee,Market Cap
SPXN,ProShares S&P 500 Ex-Financials,ProShares,Equity,09/22/2015,9.0,"40,512,563.6",Large Cap,Broad-based,Equity: U.S.  -  Large Cap,Vanilla,Vanilla,Vanilla,Committee,Market Cap
SPXS,Direxion Daily S&P 500 Bear 3x Shares,Rafferty Asset Management,Equity,11/05/2008,108.0,"681,755,012.6",Large Cap,Broad-based,Inverse Equity: U.S.  -  Large Cap,Vanilla,Vanilla,Vanilla,Committee,Market Cap
SPXT,ProShares S&P 500 Ex-Technology,ProShares,Equity,09/22/2015,9.0,"40,041,776.2",Large Cap,Broad-based,Equity: U.S.  -  Large Cap,Vanilla,Vanilla,Vanilla,Committee,Market Cap
SPXU,ProShares UltraPro Short S&P500,ProShares,Equity,06/25/2009,90.0,"993,742,565.0",Large Cap,Broad-based,Inverse Equity: U.S.  -  Large Cap,Vanilla,Vanilla,Vanilla,Committee,Market Cap
SPXV,ProShares S&P 500 Ex-Health Care,ProShares,Equity,09/22/2015,9.0,"17,574,207.0",Large Cap,Broad-based,Equity: U.S.  -  Large Cap,Vanilla,Vanilla,Vanilla,Committee,Market Cap
SPY,SPDR S&P 500 Trust,State Street,Equity,01/22/1993,9.5,"415,816,427,067.2",Large Cap,Broad-based,Equity: U.S.  -  Large Cap,Vanilla,Vanilla,Vanilla,Committee,Market Cap
SPYC,Simplify US Equity PLUS Convexity,Simplify,Equity,09/03/2020,28.0,"67,475,129.3",Large Cap,Broad-based,Equity: U.S.  -  Large Cap,Active,Active,Active,Proprietary,Proprietary
SPYD,SPDR Portfolio S&P 500 High Dividend,State Street,Equity,10/21/2015,7.0,"6,521,841,663.3",High Dividend Yield,Broad-based,Equity: U.S.  -  High Dividend Yield,Dividends,Bottom-up,Strategic,Dividends,Equal
SPYG,SPDR Portfolio S&P 500 Growth,State Street,Equity,09/25/2000,4.0,"18,960,012,194.3",Large Cap,Growth,Equity: U.S.  -  Large Cap Growth,Growth,Hybrid,Strategic,Fundamental,Market Cap
SPYI,NEOS S&P 500 High Income,Neos Investments LLC,Equity,08/29/2022,68.0,"282,239,672.0",Large Cap,Broad-based,Equity: U.S.  -  Large Cap,Active,Active,Active,Proprietary,Proprietary
SPYV,SPDR Portfolio S&P 500 Value,State Street,Equity,09/25/2000,4.0,"16,613,644,955.1",Large Cap,Value,Equity: U.S.  -  Large Cap Value,Value,Bottom-up,Strategic,Fundamental,Market Cap
SPYX,SPDR S&P 500 Fossil Fuel Reserves Free,State Street,Equity,11/30/2015,20.0,"1,407,223,471.9",Large Cap,Broad-based,Equity: U.S.  -  Large Cap,Vanilla,Vanilla,Vanilla,Committee,Market Cap
SQEW,LeaderShares Equity Skew,Redwood,Equity,05/11/2020,75.0,"142,595,000.0",Total Market,Broad-based,Equity: Global  -  Total Market,Active,Active,Active,Proprietary,Proprietary
SQLV,Royce Quant Small-Cap Quality Value,Franklin Templeton,Equity,07/12/2017,60.0,"28,099,321.0",Small Cap,Value,Equity: U.S.  -  Small Cap Value,Active,Active,Active,Proprietary,Proprietary
SQQQ,ProShares UltraPro Short QQQ,ProShares,Equity,02/09/2010,95.0,"4,419,216,000.5",Large Cap,Broad-based,Inverse Equity: U.S.  -  Large Cap,Exchange-specific,Restricted Universe,Idiosyncratic,NASDAQ - Listed,Market Cap
SRET,Global X SuperDividend REIT,"Mirae Asset Global Investments Co., Ltd.",Equity,03/16/2015,59.0,"247,893,243.0",Real Estate,REITs,Equity: Global REITs,Multi-factor,Hybrid,Strategic,Multi-Factor,Equal
SRHQ,SRH U.S. Quality,Paralel Technologies LLC,Equity,10/05/2022,35.0,"119,597,878.4",Large Cap,Broad-based,Equity: U.S.  -  Large Cap,Fundamental,Bottom-up,Strategic,Fundamental,Equal
SRLN,SPDR Blackstone Senior Loan,State Street,Fixed Income,04/03/2013,70.0,"4,511,701,315.2",High Yield,Floating Rate,"Fixed Income: Global - Corporate, Bank Loans High Yield Floating Rate",Active,Active,Active,Proprietary,Proprietary
SROI,Calamos Antetokounmpo Global Sustainable Equities,Calamos Family Partners,Equity,02/03/2023,95.0,#N/A,Total Market,Broad-based,Equity: Global  -  Total Market,Active,Active,Active,Proprietary,Proprietary
SRS,ProShares UltraShort Real Estate,ProShares,Equity,01/30/2007,95.0,"59,159,547.2",Real Estate,Broad-based,Inverse Equity: U.S. Real Estate,Vanilla,Vanilla,Vanilla,Committee,Market Cap
SRTY,ProShares UltraPro Short Russell2000,ProShares,Equity,02/11/2010,95.0,"165,209,053.0",Small Cap,Broad-based,Inverse Equity: U.S.  -  Small Cap,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
SRVR,Pacer Data & Infrastructure Real Estate,Pacer Advisors,Equity,05/15/2018,55.0,"576,642,000.0",Real Estate,Specialized REITs,Equity: Developed Markets Specialized REITs,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
SSFI,Day Hagan/Ned Davis Research Smart Sector Fixed Income,Day Hagan Asset Management,Fixed Income,09/29/2021,79.0,"38,754,000.0",Broad Credit,Broad Maturities,"Fixed Income: Global - Broad Market, Broad-based",Active,Active,Active,Proprietary,Proprietary
SSG,Proshares Ultrashort Semiconductors,ProShares,Equity,01/30/2007,95.0,"6,590,540.8",Information Technology,Semiconductors,Inverse Equity: U.S. Semiconductors,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
SSLY,Syntax Stratified SmallCap,Syntax,Equity,05/28/2020,40.0,"17,120,000.0",Small Cap,Broad-based,Equity: U.S.  -  Small Cap,Equal,Arbitrary Weighting,Idiosyncratic,Committee,Tiered
SSO,ProShares Ultra S&P 500,ProShares,Equity,06/19/2006,89.0,"4,157,047,440.0",Large Cap,Broad-based,Leveraged Equity: U.S.  -  Large Cap,Vanilla,Vanilla,Vanilla,Committee,Market Cap
SSPX,Janus Henderson U.S. Sustainable Equity,Janus Henderson,Equity,09/08/2021,55.0,"7,857,522.5",Theme,Broad Thematic,Equity: U.S. Broad Thematic,Active,Active,Active,Proprietary,Proprietary
SSPY,Syntax Stratified LargeCap,Syntax,Equity,01/04/2019,30.0,"94,256,250.0",Large Cap,Broad-based,Equity: U.S.  -  Large Cap,Equal,Arbitrary Weighting,Idiosyncratic,Committee,Tiered
SSUS,Day Hagan/Ned Davis Research Smart Sector,Day Hagan Asset Management,Equity,01/17/2020,80.0,"547,281,000.0",Large Cap,Broad-based,Equity: U.S.  -  Large Cap,Active,Active,Active,Proprietary,Proprietary
SSXU,Day Hagan/Ned Davis Research Smart Sector International,Day Hagan Asset Management,Equity,07/01/2022,79.0,"31,798,555.0",Total Market,Broad-based,Equity: Global Ex-U.S.  -  Total Market,Active,Active,Active,Proprietary,Proprietary
STCE,Schwab Crypto Thematic,Charles Schwab,Equity,08/04/2022,30.0,"12,116,500.0",Theme,Digital Economy,Equity: Global Digital Economy,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
STGF,Merk Stagflation,Merk,Asset Allocation,05/03/2022,44.0,"1,120,605.0",Target Outcome,Capital Appreciation,Asset Allocation: Global - Target Outcome ,Technical,Technical,Strategic,Fixed,Technical
STIP,iShares 0-5 Year TIPS Bond,Blackrock,Fixed Income,12/01/2010,3.0,"9,683,337,105.0",Investment Grade,Short-Term,"Fixed Income: U.S. - Government, Inflation-linked Investment Grade Short-Term",Vanilla,Vanilla,Vanilla,Market Value,Market Value
STLG,iShares Factors US Growth Style,Blackrock,Equity,01/14/2020,25.0,"5,602,917.0",Large Cap,Growth,Equity: U.S.  -  Large Cap Growth,Growth,Hybrid,Strategic,Multi-Factor,Multi-Factor
STLV,iShares Factors US Value Style,Blackrock,Equity,01/14/2020,25.0,"2,779,608.5",Large Cap,Value,Equity: U.S.  -  Large Cap Value,Value,Bottom-up,Strategic,Multi-Factor,Multi-Factor
STNC,Hennessy Stance ESG,Hennessy Advisors,Equity,03/16/2021,85.0,"45,305,824.5",Large Cap,Broad-based,Equity: U.S.  -  Total Market,Active,Active,Active,Proprietary,Proprietary
STOT,SPDR DoubleLine Short Duration Total Return Tactical,State Street,Fixed Income,04/13/2016,45.0,"128,047,680.8",Broad Credit,Short-Term,"Fixed Income: Global - Broad Market, Broad-based Short-Term",Active,Active,Active,Proprietary,Proprietary
STPZ,PIMCO 1-5 Year US TIPS Index,Allianz,Fixed Income,08/20/2009,20.0,"688,557,900.0",Investment Grade,Short-Term,"Fixed Income: U.S. - Government, Inflation-linked Investment Grade Short-Term",Vanilla,Vanilla,Vanilla,Market Value,Market Value
STRV,Strive 500,Alpha Architect,Equity,09/15/2022,5.5,"266,542,450.0",Large Cap,Broad-based,Equity: U.S.  -  Large Cap,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
STXD,Strive 1000 Dividend Growth,Alpha Architect,Equity,11/10/2022,35.0,"24,944,670.0",Large Cap,Growth,Equity: U.S.  -  Large Cap Growth,Dividends,Bottom-up,Strategic,Dividends,Market Cap
STXE,Strive Emerging Markets Ex-China,Alpha Architect,Equity,01/31/2023,32.0,"152,439,480.0",Total Market,Broad-based,Equity: Emerging Markets  -  Total Market,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
STXG,Strive 1000 Growth,Alpha Architect,Equity,11/10/2022,18.0,"33,400,815.0",Large Cap,Growth,Equity: U.S.  -  Large Cap Growth,Fundamental,Bottom-up,Strategic,Fundamental,Market Value
STXK,Strive Small-Cap,Alpha Architect,Equity,11/10/2022,18.0,"25,504,840.0",Small Cap,Broad-based,Equity: U.S.  -  Small Cap,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
STXT,Strive Total Return Bond,Alpha Architect,Fixed Income,08/10/2023,49.0,"40,345,926.0",Broad Credit,Broad Maturities,"Fixed Income: Global - Broad Market, Broad-based",Active,Active,Active,Proprietary,Proprietary
STXV,Strive 1000 Value,Alpha Architect,Equity,11/10/2022,18.0,"17,858,400.0",Large Cap,Value,Equity: U.S.  -  Large Cap Value,Fundamental,Bottom-up,Strategic,Fundamental,Market Value
SUB,iShares Short-Term National Muni Bond,Blackrock,Fixed Income,11/05/2008,7.0,"9,223,651,775.0",Investment Grade,Short-Term,"Fixed Income: U.S. - Government, Local Authority/Municipal Investment Grade Short-Term",Vanilla,Vanilla,Vanilla,AMT-Free,Market Value
SUPL,ProShares Supply Chain Logistics,ProShares,Equity,04/06/2022,58.0,"1,983,294.7",Industrials,Broad-based,Equity: Global Industrials,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
SUPP,Engine No. 1 Transform Supply Chain,Engine No. 1,Equity,02/15/2023,75.0,"10,444,002.0",Total Market,Broad-based,Equity: Global  -  Total Market,Active,Active,Active,Proprietary,Proprietary
SURE,AdvisorShares Insider Advantage,AdvisorShares,Equity,10/04/2011,91.0,"42,981,021.6",Total Market,Broad-based,Equity: U.S.  -  Total Market,Active,Active,Active,Proprietary,Proprietary
SURI,Simplify Propel Opportunities,Simplify,Asset Allocation,02/08/2023,251.0,"101,149,621.4",Target Outcome,Capital Appreciation,Asset Allocation: Global - Target Outcome ,Active,Active,Active,Proprietary,Proprietary
SUSA,iShares MSCI USA ESG Select,Blackrock,Equity,01/24/2005,25.0,"4,042,416,758.4",Total Market,Broad-based,Equity: U.S.  -  Total Market,ESG,Social Criteria,Idiosyncratic,Principles-based,Market Cap
SUSB,iShares ESG Aware 1-5 Year USD Corporate Bond,Blackrock,Fixed Income,07/11/2017,12.0,"856,233,950.0",Investment Grade,Short-Term,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Short-Term",ESG,Social Criteria,Idiosyncratic,Principles-based,Principles-based
SUSC,iShares ESG Aware USD Corporate Bond,Blackrock,Fixed Income,07/11/2017,18.0,"1,092,916,500.0",Investment Grade,Broad Maturities,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade",ESG,Social Criteria,Idiosyncratic,Principles-based,Principles-based
SUSL,iShares ESG MSCI USA Leaders,Blackrock,Equity,05/07/2019,10.0,"1,140,792,867.5",Total Market,Broad-based,Equity: U.S.  -  Total Market,ESG,Social Criteria,Idiosyncratic,Principles-based,Tiered
SVAL,iShares US Small Cap Value Factor,Blackrock,Equity,10/27/2020,20.0,"86,003,250.4",Small Cap,Value,Equity: U.S.  -  Small Cap Value,Value,Bottom-up,Strategic,Multi-Factor,Equal
SVIX,-1x Short VIX Futures,Volatility Shares LLC,Alternatives,03/28/2022,147.0,"99,059,389.0",Volatility,S&P 500 Short-Term,Inverse Alternatives:Volatility S&P 500 Short-Term,Vanilla,Vanilla,Vanilla,Single Asset,Single Asset
